name,Tier,Text,generation_type,required_level,Spawn_weights
of the Essence,17/20,(0.6-0.8)% of Physical Attack Damage Leeched as Life,suffix,10,default
of the Essence,15/20,(0.7-0.9)% of Physical Attack Damage Leeched as Life,suffix,26,default
of the Essence,13/20,(0.8-1)% of Physical Attack Damage Leeched as Life,suffix,42,default
of the Essence,9/20,(0.9-1.1)% of Physical Attack Damage Leeched as Life,suffix,58,default
of the Essence,3/20,(1-1.2)% of Physical Attack Damage Leeched as Life,suffix,74,default
of the Essence,1/20,(1.1-1.3)% of Physical Attack Damage Leeched as Life,suffix,82,default
Augur's,17/22,(4-8)% increased Elemental Damage,prefix,4,default
Auspex's,16/22,(9-16)% increased Elemental Damage,prefix,15,default
Druid's,13/22,(17-24)% increased Elemental Damage,prefix,30,default
Haruspex's,10/22,(25-29)% increased Elemental Damage,prefix,60,default
Harbinger's,1/22,(30-34)% increased Elemental Damage,prefix,81,default
Squire's,8/8,(15-19)% increased Physical Damage<br>+(16-20) to Accuracy Rating,prefix,1,"weapon, default"
Journeyman's,7/8,(20-24)% increased Physical Damage<br>+(21-46) to Accuracy Rating,prefix,11,"weapon, default"
Reaver's,6/8,(25-34)% increased Physical Damage<br>+(47-72) to Accuracy Rating,prefix,23,"weapon, default"
Mercenary's,5/8,(35-44)% increased Physical Damage<br>+(73-97) to Accuracy Rating,prefix,35,"weapon, default"
Champion's,4/8,(45-54)% increased Physical Damage<br>+(98-123) to Accuracy Rating,prefix,46,"weapon, default"
Conqueror's,3/8,(55-64)% increased Physical Damage<br>+(124-149) to Accuracy Rating,prefix,60,"weapon, default"
Emperor's,2/8,(65-74)% increased Physical Damage<br>+(150-174) to Accuracy Rating,prefix,73,"weapon, default"
Dictator's,1/8,(75-79)% increased Physical Damage<br>+(175-200) to Accuracy Rating,prefix,83,"weapon, default"
Heavy,8/8,(40-49)% increased Physical Damage,prefix,1,"weapon, default"
Serrated,7/8,(50-64)% increased Physical Damage,prefix,11,"weapon, default"
Wicked,6/8,(65-84)% increased Physical Damage,prefix,23,"weapon, default"
Vicious,5/8,(85-109)% increased Physical Damage,prefix,35,"weapon, default"
Bloodthirsty,4/8,(110-134)% increased Physical Damage,prefix,46,"weapon, default"
Cruel,3/8,(135-154)% increased Physical Damage,prefix,60,"weapon, default"
Tyrannical,2/8,(155-169)% increased Physical Damage,prefix,73,"weapon, default"
Merciless,1/8,(170-179)% increased Physical Damage,prefix,83,"weapon, default"
Tacati's,2/2,(155-169)% increased Physical Damage<br>Gain (9-10)% of Physical Damage as Extra Chaos Damage,prefix,1,default
Heavy,5/5,(8-12)% increased Global Physical Damage,prefix,4,default
Serrated,4/5,(13-17)% increased Global Physical Damage,prefix,15,default
Wicked,3/5,(18-22)% increased Global Physical Damage,prefix,30,default
Cruel,2/5,(23-28)% increased Global Physical Damage,prefix,60,default
Merciless,1/5,(29-33)% increased Global Physical Damage,prefix,81,default
Glinting,10/10,Adds 1 to (2-3) Physical Damage,prefix,2,"one_hand_weapon, default"
Burnished,9/10,Adds (4-5) to (8-9) Physical Damage,prefix,13,"one_hand_weapon, default"
Polished,8/10,Adds (6-9) to (13-15) Physical Damage,prefix,21,"one_hand_weapon, default"
Honed,7/10,Adds (8-12) to (17-20) Physical Damage,prefix,29,"one_hand_weapon, default"
Gleaming,6/10,Adds (11-14) to (21-25) Physical Damage,prefix,36,"one_hand_weapon, default"
Annealed,5/10,Adds (13-18) to (27-31) Physical Damage,prefix,46,"one_hand_weapon, default"
Razor-sharp,4/10,Adds (16-21) to (32-38) Physical Damage,prefix,54,"one_hand_weapon, default"
Tempered,3/10,Adds (19-25) to (39-45) Physical Damage,prefix,65,"one_hand_weapon, default"
Flaring,2/10,Adds (22-29) to (45-52) Physical Damage,prefix,77,"one_hand_weapon, default"
Essences,1/10,Adds (20-26) to (40-47) Physical Damage,prefix,82,default
Glinting,10/10,Adds 2 to (4-5) Physical Damage,prefix,2,"two_hand_weapon, default"
Burnished,9/10,Adds (6-8) to (12-15) Physical Damage,prefix,13,"two_hand_weapon, default"
Polished,8/10,Adds (10-13) to (21-25) Physical Damage,prefix,21,"two_hand_weapon, default"
Honed,7/10,Adds (13-17) to (28-32) Physical Damage,prefix,29,"two_hand_weapon, default"
Gleaming,6/10,Adds (16-22) to (35-40) Physical Damage,prefix,36,"two_hand_weapon, default"
Annealed,5/10,Adds (20-28) to (43-51) Physical Damage,prefix,46,"two_hand_weapon, default"
Razor-sharp,4/10,Adds (25-33) to (52-61) Physical Damage,prefix,54,"two_hand_weapon, default"
Tempered,3/10,Adds (30-40) to (63-73) Physical Damage,prefix,65,"two_hand_weapon, default"
Flaring,2/10,Adds (34-47) to (72-84) Physical Damage,prefix,77,"two_hand_weapon, default"
Essences,1/10,Adds (31-42) to (65-75) Physical Damage,prefix,82,default
Protective,8/8,(11-28)% increased Energy Shield,prefix,3,"int_armour, default"
Strong-Willed,7/8,(27-42)% increased Energy Shield,prefix,18,"int_armour, default"
Resolute,6/8,(43-55)% increased Energy Shield,prefix,30,"int_armour, default"
Fearless,5/8,(56-67)% increased Energy Shield,prefix,44,"int_armour, default"
Dauntless,4/8,(68-79)% increased Energy Shield,prefix,60,"int_armour, default"
Indomitable,3/8,(80-91)% increased Energy Shield,prefix,72,"int_armour, default"
Unassailable,2/8,(92-100)% increased Energy Shield,prefix,84,"int_armour, default"
Unfaltering,1/8,(101-110)% increased Energy Shield,prefix,86,"str_armour, str_dex_armour, str_int_armour, dex_armour, dex_int_armour, str_dex_int_armour, body_armour, shield, default"
Reinforced,8/8,(15-26)% increased Armour,prefix,3,"str_armour, default"
Layered,7/8,(27-42)% increased Armour,prefix,17,"str_armour, default"
Lobstered,6/8,(43-55)% increased Armour,prefix,29,"str_armour, default"
Buttressed,5/8,(56-67)% increased Armour,prefix,42,"str_armour, default"
Thickened,4/8,(68-79)% increased Armour,prefix,60,"str_armour, default"
Girded,3/8,(80-91)% increased Armour,prefix,72,"str_armour, default"
Impregnable,2/8,(92-100)% increased Armour,prefix,84,"str_armour, default"
Impenetrable,1/8,(101-110)% increased Armour,prefix,86,"int_armour, str_dex_armour, str_int_armour, dex_armour, dex_int_armour, str_dex_int_armour, body_armour, shield, default"
Shade's,8/8,(15-26)% increased Evasion Rating,prefix,3,"dex_armour, default"
Ghost's,7/8,(27-42)% increased Evasion Rating,prefix,19,"dex_armour, default"
Spectre's,6/8,(43-55)% increased Evasion Rating,prefix,30,"dex_armour, default"
Wraith's,5/8,(56-67)% increased Evasion Rating,prefix,44,"dex_armour, default"
Phantasm's,4/8,(68-79)% increased Evasion Rating,prefix,60,"dex_armour, default"
Nightmare's,3/8,(80-91)% increased Evasion Rating,prefix,72,"dex_armour, default"
Mirage's,2/8,(92-100)% increased Evasion Rating,prefix,84,"dex_armour, default"
Illusion's,1/8,(101-110)% increased Evasion Rating,prefix,86,"int_armour, str_dex_armour, str_int_armour, str_armour, dex_int_armour, str_dex_int_armour, body_armour, shield, default"
Infixed,8/8,(15-26)% increased Armour and Energy Shield,prefix,3,"str_int_armour, default"
Ingrained,7/8,(27-42)% increased Armour and Energy Shield,prefix,19,"str_int_armour, default"
Instilled,6/8,(43-55)% increased Armour and Energy Shield,prefix,30,"str_int_armour, default"
Infused,5/8,(56-67)% increased Armour and Energy Shield,prefix,44,"str_int_armour, default"
Inculcated,4/8,(68-79)% increased Armour and Energy Shield,prefix,60,"str_int_armour, default"
Interpolated,3/8,(80-91)% increased Armour and Energy Shield,prefix,72,"str_int_armour, default"
Inspired,2/8,(92-100)% increased Armour and Energy Shield,prefix,84,"str_int_armour, default"
Interpermeated,1/8,(101-110)% increased Armour and Energy Shield,prefix,86,"int_armour, str_dex_armour, dex_armour, str_armour, dex_int_armour, str_dex_int_armour, body_armour, shield, default"
Scrapper's,8/8,(15-26)% increased Armour and Evasion,prefix,3,"str_dex_armour, default"
Brawler's,7/8,(27-42)% increased Armour and Evasion,prefix,19,"str_dex_armour, default"
Fencer's,6/8,(43-55)% increased Armour and Evasion,prefix,30,"str_dex_armour, default"
Gladiator's,5/8,(56-67)% increased Armour and Evasion,prefix,44,"str_dex_armour, default"
Duelist's,4/8,(68-79)% increased Armour and Evasion,prefix,60,"str_dex_armour, default"
Hero's,3/8,(80-91)% increased Armour and Evasion,prefix,72,"str_dex_armour, default"
Legend's,2/8,(92-100)% increased Armour and Evasion,prefix,84,"str_dex_armour, default"
Victor's,1/8,(101-110)% increased Armour and Evasion,prefix,86,"int_armour, str_int_armour, dex_armour, str_armour, dex_int_armour, str_dex_int_armour, body_armour, shield, default"
Shadowy,8/8,(15-26)% increased Evasion and Energy Shield,prefix,3,"dex_int_armour, default"
Ethereal,7/8,(27-42)% increased Evasion and Energy Shield,prefix,19,"dex_int_armour, default"
Unworldly,6/8,(43-55)% increased Evasion and Energy Shield,prefix,30,"dex_int_armour, default"
Ephemeral,5/8,(56-67)% increased Evasion and Energy Shield,prefix,44,"dex_int_armour, default"
Evanescent,4/8,(68-79)% increased Evasion and Energy Shield,prefix,60,"dex_int_armour, default"
Unreal,3/8,(80-91)% increased Evasion and Energy Shield,prefix,72,"dex_int_armour, default"
Illusory,2/8,(92-100)% increased Evasion and Energy Shield,prefix,84,"dex_int_armour, default"
Incorporeal,1/8,(101-110)% increased Evasion and Energy Shield,prefix,86,"int_armour, str_int_armour, dex_armour, str_armour, str_dex_armour, str_dex_int_armour, body_armour, shield, default"
Shadowy,7/7,"(27-42)% increased Armour, Evasion and Energy Shield",prefix,3,"str_dex_int_armour, default"
Ethereal,6/7,"(43-55)% increased Armour, Evasion and Energy Shield",prefix,19,"str_dex_int_armour, default"
Unworldly,5/7,"(56-67)% increased Armour, Evasion and Energy Shield",prefix,30,"str_dex_int_armour, default"
Ephemeral,4/7,"(68-79)% increased Armour, Evasion and Energy Shield",prefix,44,"str_dex_int_armour, default"
Evanescent,3/7,"(80-91)% increased Armour, Evasion and Energy Shield",prefix,60,"str_dex_int_armour, default"
Unreal,2/7,"(92-100)% increased Armour, Evasion and Energy Shield",prefix,72,"str_dex_int_armour, default"
Incorporeal,1/7,"(101-110)% increased Armour, Evasion and Energy Shield",prefix,85,"int_armour, str_int_armour, dex_armour, str_armour, str_dex_armour, dex_int_armour, body_armour, default"
Pixie's,6/6,(6-13)% increased Energy Shield<br>(6-7)% increased Stun and Block Recovery,prefix,3,"int_armour, default"
Gremlin's,5/6,(14-20)% increased Energy Shield<br>(8-9)% increased Stun and Block Recovery,prefix,18,"int_armour, default"
Boggart's,4/6,(21-26)% increased Energy Shield<br>(10-11)% increased Stun and Block Recovery,prefix,30,"int_armour, default"
Naga's,3/6,(27-32)% increased Energy Shield<br>(12-13)% increased Stun and Block Recovery,prefix,44,"int_armour, default"
Djinn's,2/6,(33-38)% increased Energy Shield<br>(14-15)% increased Stun and Block Recovery,prefix,60,"int_armour, default"
Seraphim's,1/6,(39-42)% increased Energy Shield<br>(16-17)% increased Stun and Block Recovery,prefix,78,"int_armour, default"
Beetle's,6/6,(6-13)% increased Armour<br>(6-7)% increased Stun and Block Recovery,prefix,1,"str_armour, default"
Crab's,5/6,(14-20)% increased Armour<br>(8-9)% increased Stun and Block Recovery,prefix,17,"str_armour, default"
Armadillo's,4/6,(21-26)% increased Armour<br>(10-11)% increased Stun and Block Recovery,prefix,29,"str_armour, default"
Rhino's,3/6,(27-32)% increased Armour<br>(12-13)% increased Stun and Block Recovery,prefix,42,"str_armour, default"
Elephant's,2/6,(33-38)% increased Armour<br>(14-15)% increased Stun and Block Recovery,prefix,60,"str_armour, default"
Mammoth's,1/6,(39-42)% increased Armour<br>(16-17)% increased Stun and Block Recovery,prefix,78,"str_armour, default"
Reliable,2/2,(25-30)% increased Armour<br>+2% Chance to Block,prefix,45,default
Unfailing,1/2,(31-36)% increased Armour<br>+3% Chance to Block,prefix,78,default
Mosquito's,6/6,(6-13)% increased Evasion Rating<br>(6-7)% increased Stun and Block Recovery,prefix,2,"dex_armour, default"
Moth's,5/6,(14-20)% increased Evasion Rating<br>(8-9)% increased Stun and Block Recovery,prefix,19,"dex_armour, default"
Butterfly's,4/6,(21-26)% increased Evasion Rating<br>(10-11)% increased Stun and Block Recovery,prefix,30,"dex_armour, default"
Wasp's,3/6,(27-32)% increased Evasion Rating<br>(12-13)% increased Stun and Block Recovery,prefix,44,"dex_armour, default"
Dragonfly's,2/6,(33-38)% increased Evasion Rating<br>(14-15)% increased Stun and Block Recovery,prefix,60,"dex_armour, default"
Hummingbird's,1/6,(39-42)% increased Evasion Rating<br>(16-17)% increased Stun and Block Recovery,prefix,78,"dex_armour, default"
Pixie's,6/6,(6-13)% increased Armour and Energy Shield<br>(6-7)% increased Stun and Block Recovery,prefix,2,"str_int_armour, default"
Gremlin's,5/6,(14-20)% increased Armour and Energy Shield<br>(8-9)% increased Stun and Block Recovery,prefix,19,"str_int_armour, default"
Boggart's,4/6,(21-26)% increased Armour and Energy Shield<br>(10-11)% increased Stun and Block Recovery,prefix,30,"str_int_armour, default"
Naga's,3/6,(27-32)% increased Armour and Energy Shield<br>(12-13)% increased Stun and Block Recovery,prefix,44,"str_int_armour, default"
Djinn's,2/6,(33-38)% increased Armour and Energy Shield<br>(14-15)% increased Stun and Block Recovery,prefix,60,"str_int_armour, default"
Seraphim's,1/6,(39-42)% increased Armour and Energy Shield<br>(16-17)% increased Stun and Block Recovery,prefix,78,"str_int_armour, default"
Beetle's,6/6,(6-13)% increased Armour and Evasion<br>(6-7)% increased Stun and Block Recovery,prefix,2,"str_dex_armour, default"
Crab's,5/6,(14-20)% increased Armour and Evasion<br>(8-9)% increased Stun and Block Recovery,prefix,19,"str_dex_armour, default"
Armadillo's,4/6,(21-26)% increased Armour and Evasion<br>(10-11)% increased Stun and Block Recovery,prefix,30,"str_dex_armour, default"
Rhino's,3/6,(27-32)% increased Armour and Evasion<br>(12-13)% increased Stun and Block Recovery,prefix,44,"str_dex_armour, default"
Elephant's,2/6,(33-38)% increased Armour and Evasion<br>(14-15)% increased Stun and Block Recovery,prefix,60,"str_dex_armour, default"
Mammoth's,1/6,(39-42)% increased Armour and Evasion<br>(16-17)% increased Stun and Block Recovery,prefix,78,"str_dex_armour, default"
Mosquito's,6/6,(6-13)% increased Evasion and Energy Shield<br>(6-7)% increased Stun and Block Recovery,prefix,2,"dex_int_armour, default"
Moth's,5/6,(14-20)% increased Evasion and Energy Shield<br>(8-9)% increased Stun and Block Recovery,prefix,19,"dex_int_armour, default"
Butterfly's,4/6,(21-26)% increased Evasion and Energy Shield<br>(10-11)% increased Stun and Block Recovery,prefix,30,"dex_int_armour, default"
Wasp's,3/6,(27-32)% increased Evasion and Energy Shield<br>(12-13)% increased Stun and Block Recovery,prefix,44,"dex_int_armour, default"
Dragonfly's,2/6,(33-38)% increased Evasion and Energy Shield<br>(14-15)% increased Stun and Block Recovery,prefix,60,"dex_int_armour, default"
Hummingbird's,1/6,(39-42)% increased Evasion and Energy Shield<br>(16-17)% increased Stun and Block Recovery,prefix,78,"dex_int_armour, default"
Mosquito's,6/6,"(6-13)% increased Armour, Evasion and Energy Shield<br>(6-7)% increased Stun and Block Recovery",prefix,2,"str_dex_int_armour, default"
Moth's,5/6,"(14-20)% increased Armour, Evasion and Energy Shield<br>(8-9)% increased Stun and Block Recovery",prefix,19,"str_dex_int_armour, default"
Butterfly's,4/6,"(21-26)% increased Armour, Evasion and Energy Shield<br>(10-11)% increased Stun and Block Recovery",prefix,30,"str_dex_int_armour, default"
Wasp's,3/6,"(27-32)% increased Armour, Evasion and Energy Shield<br>(12-13)% increased Stun and Block Recovery",prefix,44,"str_dex_int_armour, default"
Dragonfly's,2/6,"(33-38)% increased Armour, Evasion and Energy Shield<br>(14-15)% increased Stun and Block Recovery",prefix,60,"str_dex_int_armour, default"
Hummingbird's,1/6,"(39-42)% increased Armour, Evasion and Energy Shield<br>(16-17)% increased Stun and Block Recovery",prefix,78,"str_dex_int_armour, default"
Heated,12/12,Adds (1-2) to (3-4) Fire Damage,prefix,1,"two_hand_weapon, rapier, sword, axe, sceptre, mace, wand, claw, dagger, default"
Smouldering,11/12,Adds (8-10) to (15-18) Fire Damage,prefix,11,"two_hand_weapon, rapier, sword, axe, sceptre, mace, wand, claw, dagger, default"
Smoking,10/12,Adds (12-17) to (25-29) Fire Damage,prefix,18,"two_hand_weapon, rapier, sword, axe, sceptre, mace, wand, claw, dagger, default"
Burning,9/12,Adds (17-24) to (35-41) Fire Damage,prefix,26,"two_hand_weapon, rapier, sword, axe, sceptre, mace, wand, claw, dagger, default"
Flaming,8/12,Adds (24-33) to (49-57) Fire Damage,prefix,33,"two_hand_weapon, rapier, sword, axe, sceptre, mace, wand, claw, dagger, default"
Scorching,7/12,Adds (34-46) to (68-80) Fire Damage,prefix,42,"two_hand_weapon, rapier, sword, axe, sceptre, mace, wand, claw, dagger, default"
Incinerating,6/12,Adds (46-62) to (93-107) Fire Damage,prefix,51,"two_hand_weapon, rapier, sword, axe, sceptre, mace, wand, claw, dagger, default"
Blasting,5/12,Adds (59-81) to (120-140) Fire Damage,prefix,62,"two_hand_weapon, rapier, sword, axe, sceptre, mace, wand, claw, dagger, default"
Cremating,4/12,Adds (74-101) to (150-175) Fire Damage,prefix,74,"two_hand_weapon, rapier, sword, axe, sceptre, mace, wand, claw, dagger, default"
Carbonising,3/12,Adds (89-121) to (180-210) Fire Damage,prefix,82,"two_hand_weapon, rapier, sword, axe, sceptre, mace, wand, claw, dagger, default"
Ravaging,2/12,Adds (102-140) to (207-242) Fire Damage,prefix,82,"deepwater_sword, default"
Essences,1/12,Adds (80-109) to (162-189) Fire Damage,prefix,82,default
Topotante's,2/2,Adds (59-79) to (118-138) Fire Damage<br>Attacks with this Weapon Penetrate (13-15)% Fire Resistance,prefix,1,default
Heated,11/11,Adds (3-5) to (6-7) Fire Damage,prefix,1,"one_hand_weapon, bow, sword, axe, mace, staff, default"
Smouldering,10/11,Adds (14-20) to (29-33) Fire Damage,prefix,11,"one_hand_weapon, bow, sword, axe, mace, staff, default"
Smoking,9/11,Adds (23-31) to (47-54) Fire Damage,prefix,18,"one_hand_weapon, bow, sword, axe, mace, staff, default"
Burning,8/11,Adds (32-44) to (65-76) Fire Damage,prefix,26,"one_hand_weapon, bow, sword, axe, mace, staff, default"
Flaming,7/11,Adds (45-61) to (91-106) Fire Damage,prefix,33,"one_hand_weapon, bow, sword, axe, mace, staff, default"
Scorching,6/11,Adds (63-85) to (128-148) Fire Damage,prefix,42,"one_hand_weapon, bow, sword, axe, mace, staff, default"
Incinerating,5/11,Adds (85-115) to (172-200) Fire Damage,prefix,51,"one_hand_weapon, bow, sword, axe, mace, staff, default"
