name,Text,required_level,Enchant_pos
Enchantment Volatile Dead Orbs 3,Volatile Dead Consumes up to 1 additional corpse,75,h
Enchantment Volcanic Fissure Additional Projectiles 1,Volcanic Fissure fires an additional Projectile,66,h
Enchantment Volcanic Fissure Additional Projectiles 2,Volcanic Fissure fires 2 additional Projectiles,75,h
Enchantment Volcanic Fissure Damage 1,Volcanic Fissure deals 25% increased Damage,66,h
Enchantment Volcanic Fissure Damage 2,Volcanic Fissure deals 40% increased Damage,75,h
Enchantment Volcanic Fissure Fissure Speed 1,Volcanic Fissure travels 60% faster,66,h
Enchantment Volcanic Fissure Fissure Speed 2,Volcanic Fissure travels 80% faster,75,h
Enchantment Voltaxic Burst Damage 1,25% increased Voltaxic Burst Damage,66,h
Enchantment Voltaxic Burst Damage 2,40% increased Voltaxic Burst Damage,75,h
Enchantment Voltaxic Burst Damage per 0.1s Duration 1,Voltaxic Burst deals 2% increased Damage per 0.1 seconds of Duration,66,h
Enchantment Voltaxic Burst Damage per 0.1s Duration 2,Voltaxic Burst deals 3% increased Damage per 0.1 seconds of Duration,75,h
Enchantment Voltaxic Burst Area Of Effect 1,16% increased Voltaxic Burst Area of Effect,66,h
Enchantment Voltaxic Burst Area Of Effect 2,24% increased Voltaxic Burst Area of Effect,75,h
Enchantment Vortex AoE On Frostbolt 1,Vortex has 30% increased Area of Effect when Cast on Frostbolt,66,h
Enchantment Vortex AoE On Frostbolt 2,Vortex has 45% increased Area of Effect when Cast on Frostbolt,75,h
Enchantment Vortex Cooldown Recovery 1,Vortex has 20% increased Cooldown Recovery Rate,66,h
Enchantment Vortex Cooldown Recovery 2,Vortex has 30% increased Cooldown Recovery Rate,75,h
Enchantment Vortex Damage 1,25% increased Vortex Damage,66,h
Enchantment Vortex Damage 2,40% increased Vortex Damage,75,h
Enchantment Vortex Duration 1,20% increased Vortex Duration,66,h
Enchantment Vortex Duration 2,30% increased Vortex Duration,75,h
Enchantment Vulnerability Curse Effect 1,10% increased Vulnerability Curse Effect,66,h
Enchantment Vulnerability Curse Effect 2,15% increased Vulnerability Curse Effect,75,h
Enchantment Vulnerability Duration 1,30% increased Vulnerability Duration,66,h
Enchantment Vulnerability Duration 2,45% increased Vulnerability Duration,75,h
Enchantment War Banner Effect 1,War Banner has 25% increased Aura Effect,66,h
Enchantment War Banner Effect 2,War Banner has 40% increased Aura Effect,75,h
Enchantment Warlords Mark Curse Effect 1,20% increased Warlord's Mark Curse Effect,66,h
Enchantment Warlords Mark Curse Effect 2,30% increased Warlord's Mark Curse Effect,75,h
Enchantment Hydrosphere Damage 1,Hydrosphere deals 25% increased Damage,66,h
Enchantment Hydrosphere Damage 2,Hydrosphere deals 40% increased Damage,75,h
Enchantment Hydrosphere Exposure Amount 1,"Enemies Drenched by Hydrosphere have Cold and Lightning Exposure, applying -4% to Resistances",66,h
Enchantment Hydrosphere Exposure Amount 2,"Enemies Drenched by Hydrosphere have Cold and Lightning Exposure, applying -6% to Resistances",75,h
Enchantment Hydrosphere Pulse Frequency 1,Hydrosphere has 20% increased Pulse Frequency,66,h
Enchantment Hydrosphere Pulse Frequency 2,Hydrosphere has 30% increased Pulse Frequency,75,h
Enchantment Wave Of Conviction Additional Enemy Resistance 1,Wave of Conviction's Exposure applies an extra -4% to Elemental Resistance,66,h
Enchantment Wave Of Conviction Additional Enemy Resistance 2,Wave of Conviction's Exposure applies an extra -6% to Elemental Resistance,75,h
Enchantment Wave Of Conviction Damage 1,Wave of Conviction deals 25% increased Damage,66,h
Enchantment Wave Of Conviction Damage 2,Wave of Conviction deals 40% increased Damage,75,h
Enchantment Wave Of Conviction Duration 1,Wave of Conviction has 20% increased Duration,66,h
Enchantment Wave Of Conviction Duration 2,Wave of Conviction has 30% increased Duration,75,h
Enchantment Whirling Blades Attack Speed 1,10% increased Whirling Blades Attack Speed,66,h
Enchantment Whirling Blades Attack Speed 2,15% increased Whirling Blades Attack Speed,75,h
Enchantment Whirling Blades Damage 1,25% increased Whirling Blades Damage,66,h
Enchantment Whirling Blades Damage 2,40% increased Whirling Blades Damage,75,h
Enchantment Wild Strike Damage 1,25% increased Wild Strike Damage,66,h
Enchantment Wild Strike Damage 2,40% increased Wild Strike Damage,75,h
Enchantment Wild Strike Num Of Additional Projectiles In Chain 1,Wild Strike's Beam Chains an additional 4 times,66,h
Enchantment Wild Strike Num Of Additional Projectiles In Chain 2,Wild Strike's Beam Chains an additional 6 times,75,h
Enchantment Wild Strike Area Of Effect 1,24% increased Wild Strike Area of Effect,66,h
Enchantment Wild Strike Area Of Effect 2,36% increased Wild Strike Area of Effect,75,h
Enchantment Winter Brand Chill Efffect 1,Wintertide Brand has 25% increased Chill Effect,66,h
Enchantment Winter Brand Chill Efffect 2,Wintertide Brand has 40% increased Chill Effect,75,h
Enchantment Winter Brand Damage 1,Wintertide Brand deals 25% increased Damage,66,h
Enchantment Winter Brand Damage 2,Wintertide Brand deals 40% increased Damage,75,h
Enchantment Winter Brand Stages 1,Wintertide Brand has +2 to maximum Stages,66,h
Enchantment Winter Brand Stages 2,Wintertide Brand has +4 to maximum Stages,75,h
Enchantment Winter Orb Damage 1,Winter Orb deals 25% increased Damage,66,h
Enchantment Winter Orb Damage 2,Winter Orb deals 40% increased Damage,75,h
Enchantment Wither Duration 1,Wither has 24% increased Duration,66,h
Enchantment Wither Duration 2,Wither has 36% increased Duration,75,h
Enchantment Withering Step Elusive Effect 1,Withering Step has 20% increased Elusive Effect,66,h
Enchantment Withering Step Elusive Effect 2,Withering Step has 30% increased Elusive Effect,75,h
Enchantment Withering Step Wither Stacks1,Withering Step inflicts 2 additional Withered Debuffs,66,h
Enchantment Withering Step Wither Stacks 2,Withering Step inflicts 3 additional Withered Debuffs,75,h
Enchantment Wither Area Of Effect 1,Wither has 16% increased Area of Effect,66,h
Enchantment Wither Area Of Effect 2,Wither has 24% increased Area of Effect,75,h
Enchantment Wrath Mana Reservation 1,Wrath has 20% increased Mana Reservation Efficiency,66,h
Enchantment Wrath Mana Reservation 2,Wrath has 30% increased Mana Reservation Efficiency,75,h
Enchantment Zealotry Mana Reservation 1,Zealotry has 20% increased Mana Reservation Efficiency,66,h
Enchantment Zealotry Mana Reservation 2,Zealotry has 30% increased Mana Reservation Efficiency,75,h
Enchantment Zombie Attack Speed 1,Raised Zombies have 10% increased Attack Speed,66,h
Enchantment Zombie Attack Speed 2,Raised Zombies have 15% increased Attack Speed,75,h
Enchantment Zombie Elemental Resistances 1,Raised Zombies have +24% to Elemental Resistances,66,h
Enchantment Zombie Elemental Resistances 2,Raised Zombies have +36% to Elemental Resistances,75,h
Storm Brand Additional Chain Chance 1,Storm Brand has a 12% chance to Chain an additional time,66,h
Storm Brand Additional Chain Chance 2,Storm Brand has a 18% chance to Chain an additional time,75,h
Storm Brand Attached Target Lightning Penetration 1,Storm Brand Damage Penetrates 8% of Branded Enemy's Lightning Resistance,66,h
Storm Brand Attached Target Lightning Penetration 2,Storm Brand Damage Penetrates 12% of Branded Enemy's Lightning Resistance,75,h
Enchantment Word of Blades,Trigger Word of Blades on Hit,32,g
Enchantment Edict of Blades,Trigger Edict of Blades on Hit,53,g
Enchantment Decree of Blades,Trigger Decree of Blades on Hit,66,g
Enchantment Commandment of Blades,Trigger Commandment of Blades on Hit,75,g
Enchantment Word of Flames,Trigger Word of Flames on Hit,32,g
Enchantment Edict of Flames,Trigger Edict of Flames on Hit,53,g
Enchantment Decree of Flames,Trigger Decree of Flames on Hit,66,g
Enchantment Commandment of Flames,Trigger Commandment of Flames on Hit,75,g
Enchantment Word of Force,Trigger Word of Force on Hit,32,g
Enchantment Edict of Force,Trigger Edict of Force on Hit,53,g
Enchantment Decree of Force,Trigger Decree of Force on Hit,66,g
Enchantment Commandment of Force,Trigger Commandment of Force on Hit,75,g
Enchantment Word of Frost,Trigger Word of Frost on Kill,32,g
Enchantment Edict of Frost,Trigger Edict of Frost on Kill,53,g
Enchantment Decree of Frost,Trigger Decree of Frost on Kill,66,g
Enchantment Commandment of Frost,Trigger Commandment of Frost on Kill,75,g
Enchantment Word of Fury,Trigger Word of Fury on Hit,32,g
Enchantment Edict of Fury,Trigger Edict of Fury on Hit,53,g
Enchantment Decree of Fury,Trigger Decree of Fury on Hit,66,g
Enchantment Commandment of Fury,Trigger Commandment of Fury on Hit,75,g
Enchantment Word of Inferno,Trigger Word of Inferno on Kill,32,g
Enchantment Edict of Inferno,Trigger Edict of Inferno on Kill,53,g
Enchantment Decree of Inferno,Trigger Decree of Inferno on Kill,66,g
Enchantment Commandment of Inferno,Trigger Commandment of Inferno on Kill,75,g
Enchantment Word of Ire,Trigger Word of Ire when Hit,32,g
Enchantment Edict of Ire,Trigger Edict of Ire when Hit,53,g
Enchantment Decree of Ire,Trigger Decree of Ire when Hit,66,g
Enchantment Commandment of Ire,Trigger Commandment of Ire when Hit,75,g
Enchantment Word of Light,Trigger Word of Light when you take a Critical Strike,32,g
Enchantment Edict of Light,Trigger Edict of Light when you take a Critical Strike,53,g
Enchantment Decree of Light,Trigger Decree of Light when you take a Critical Strike,66,g
Enchantment Commandment of Light,Trigger Commandment of Light when you take a Critical Strike,75,g
Enchantment Word of Reflection,Trigger Word of Reflection when Hit,32,g
Enchantment Edict of Reflection,Trigger Edict of Reflection when Hit,53,g
Enchantment Decree of Reflection,Trigger Decree of Reflection when Hit,66,g
Enchantment Commandment of Reflection,Trigger Commandment of Reflection when Hit,75,g
Enchantment Word of Spite,Trigger Word of Spite when Hit,32,g
Enchantment Edict of Spite,Trigger Edict of Spite when Hit,53,g
Enchantment Decree of Spite,Trigger Decree of Spite when Hit,66,g
Enchantment Commandment of Spite,Trigger Commandment of Spite when Hit,75,g
Enchantment Word of the Tempest,Trigger Word of the Tempest on Hit,32,g
Enchantment Edict of the Tempest,Trigger Edict of the Tempest on Hit,53,g
Enchantment Decree of the Tempest,Trigger Decree of the Tempest on Hit,66,g
Enchantment Commandment of the Tempest,Trigger Commandment of the Tempest on Hit,75,g
Enchantment Word of the Grave,Trigger Word of the Grave when your Skills or Minions Kill,32,g
Enchantment Edict of the Grave,Trigger Edict of the Grave when your Skills or Minions Kill,53,g
Enchantment Decree of the Grave,Trigger Decree of the Grave when your Skills or Minions Kill,66,g
Enchantment Commandment of the Grave,Trigger Commandment of the Grave when your Skills or Minions Kill,75,g
Enchantment Word of Thunder,Trigger Word of Thunder on Kill,32,g
Enchantment Edict of Thunder,Trigger Edict of Thunder on Kill,53,g
Enchantment Decree of Thunder,Trigger Decree of Thunder on Kill,66,g
Enchantment Commandment of Thunder,Trigger Commandment of Thunder on Kill,75,g
Enchantment Word of War,Trigger Word of War on Kill,32,g
Enchantment Edict of War,Trigger Edict of War on Kill,53,g
Enchantment Decree of War,Trigger Decree of War on Kill,66,g
Enchantment Commandment of War,Trigger Commandment of War on Kill,75,g
Enchantment Word of Winter,Trigger Word of Winter when Hit,32,g
Enchantment Edict of Winter,Trigger Edict of Winter when Hit,53,g
Enchantment Decree of Winter,Trigger Decree of Winter when Hit,66,g
Enchantment Commandment of Winter,Trigger Commandment of Winter when Hit,75,g
Enchantment Chaos Damage 1,Adds 44 to 64 Chaos Damage if you've taken a Critical Strike Recently,Cruel Labyrinth,b
Enchantment Chaos Damage 2,Adds 88 to 132 Chaos Damage if you've taken a Critical Strike Recently,66,b
Enchantment Chaos Damage 3,Adds 120 to 180 Chaos Damage if you've taken a Critical Strike Recently,75,b
Enchantment Fire Damage 1,Adds 16 to 24 Fire Damage if you've Killed Recently,Cruel Labyrinth,b
Enchantment Fire Damage 2,Adds 33 to 50 Fire Damage if you've Killed Recently,66,b
Enchantment Fire Damage 3,Adds 45 to 68 Fire Damage if you've Killed Recently,75,b
Enchantment Attack and Cast Speed 1,8% increased Attack and Cast Speed if you've Killed Recently,Cruel Labyrinth,b
Enchantment Attack and Cast Speed 2,12% increased Attack and Cast Speed if you've Killed Recently,66,b
Enchantment Attack and Cast Speed 3,16% increased Attack and Cast Speed if you've Killed Recently,75,b
Enchantment Status Ailments 1,"6% chance to Freeze, Shock and Ignite if you haven't Crit Recently",Cruel Labyrinth,b
Enchantment Status Ailments 2,"8% chance to Freeze, Shock and Ignite if you haven't Crit Recently",66,b
Enchantment Status Ailments 3,"10% chance to Freeze, Shock and Ignite if you haven't Crit Recently",75,b
Enchantment Cold Damage 1,Adds 16 to 24 Cold Damage if you've been Hit Recently,Cruel Labyrinth,b
Enchantment Cold Damage 2,Adds 33 to 50 Cold Damage if you've been Hit Recently,66,b
Enchantment Cold Damage 3,Adds 45 to 68 Cold Damage if you've been Hit Recently,75,b
Enchantment Critical Strike Chance 1,60% increased Critical Strike Chance if you haven't Crit Recently,Cruel Labyrinth,b
Enchantment Critical Strike Chance 2,90% increased Critical Strike Chance if you haven't Crit Recently,66,b
Enchantment Critical Strike Chance 3,120% increased Critical Strike Chance if you haven't Crit Recently,75,b
Enchantment Attack Dodge 1,You take 6% reduced Extra Damage from Critical Strikes if you've taken a Critical Strike Recently,Cruel Labyrinth,b
Enchantment Attack Dodge 2,You take 8% reduced Extra Damage from Critical Strikes if you've taken a Critical Strike Recently,66,b
Enchantment Attack Dodge 3,You take 10% reduced Extra Damage from Critical Strikes if you've taken a Critical Strike Recently,75,b
Enchantment Elemental Penetration 1,Damage Penetrates 6% of Enemy Elemental Resistances if you haven't Killed Recently,Cruel Labyrinth,b
Enchantment Elemental Penetration 2,Damage Penetrates 8% of Enemy Elemental Resistances if you haven't Killed Recently,66,b
Enchantment Elemental Penetration 3,Damage Penetrates 10% of Enemy Elemental Resistances if you haven't Killed Recently,75,b
Enchantment Leech 1,0.4% of Damage Leeched as Life if you've Killed Recently,Cruel Labyrinth,b
Enchantment Leech 2,0.5% of Damage Leeched as Life if you've Killed Recently,66,b
Enchantment Leech 3,0.6% of Damage Leeched as Life if you've Killed Recently,75,b
Enchantment Regeneration 1,Regenerate 1% of Life per second if you were Hit Recently,Cruel Labyrinth,b
Enchantment Regeneration 2,Regenerate 1.5% of Life per second if you were Hit Recently,66,b
Enchantment Regeneration 3,Regenerate 2% of Life per second if you were Hit Recently,75,b
Enchantment Lightning Damage 1,Adds 1 to 56 Lightning Damage if you haven't Killed Recently,Cruel Labyrinth,b
Enchantment Lightning Damage 2,Adds 1 to 120 Lightning Damage if you haven't Killed Recently,66,b
Enchantment Lightning Damage 3,Adds 1 to 160 Lightning Damage if you haven't Killed Recently,75,b
Enchantment Mana Cost 1,10% reduced Mana Cost of Skills if you've been Hit Recently,Cruel Labyrinth,b
Enchantment Mana Cost 2,14% reduced Mana Cost of Skills if you've been Hit Recently,66,b
Enchantment Mana Cost 3,18% reduced Mana Cost of Skills if you've been Hit Recently,75,b
Enchantment Mana Regeneration 1,15% increased Mana Regeneration Rate if you've cast a Spell Recently,Cruel Labyrinth,b
Enchantment Mana Regeneration 2,25% increased Mana Regeneration Rate if you've cast a Spell Recently,66,b
Enchantment Mana Regeneration 3,35% increased Mana Regeneration Rate if you've cast a Spell Recently,75,b
Enchantment Movement Speed 1,6% increased Movement Speed if you haven't been Hit Recently,Cruel Labyrinth,b
Enchantment Movement Speed 2,8% increased Movement Speed if you haven't been Hit Recently,66,b
Enchantment Movement Speed 3,10% increased Movement Speed if you haven't been Hit Recently,75,b
Enchantment Spell Dodge 1,+5% chance to Suppress Spell Damage if you've taken Spell Damage Recently,Cruel Labyrinth,b
Enchantment Spell Dodge 2,+6% chance to Suppress Spell Damage if you've taken Spell Damage Recently,66,b
Enchantment Spell Dodge 3,+8% chance to Suppress Spell Damage if you've taken Spell Damage Recently,75,b
Enchantment Stun Avoidance 1,50% chance to Avoid being Stunned if you've Killed Recently,Cruel Labyrinth,b
Enchantment Stun Avoidance 2,65% chance to Avoid being Stunned if you've Killed Recently,66,b
Enchantment Stun Avoidance 3,80% chance to Avoid being Stunned if you've Killed Recently,75,b
