name,Tier,Text,generation_type,required_level,Spawn_weights
"Whale's","Unknown","(39-42)% increased [Armour|Armour] and [EnergyShield|Energy Shield]<br>+(33-39) to maximum Mana","prefix","78","body_armour, shield, gloves, boots, str_int_armour, default"
"Vulture's","Unknown","(6-13)% increased [Evasion] and [EnergyShield|Energy Shield]<br>+(6-8) to maximum Mana","prefix","8","body_armour, shield, gloves, boots, dex_int_armour, default"
"Kingfisher's","Unknown","(14-20)% increased [Evasion] and [EnergyShield|Energy Shield]<br>+(9-16) to maximum Mana","prefix","16","body_armour, shield, gloves, boots, dex_int_armour, default"
"Owl's","Unknown","(21-26)% increased [Evasion] and [EnergyShield|Energy Shield]<br>+(17-20) to maximum Mana","prefix","33","body_armour, shield, gloves, boots, dex_int_armour, default"
"Hawk's","Unknown","(27-32)% increased [Evasion] and [EnergyShield|Energy Shield]<br>+(21-26) to maximum Mana","prefix","46","body_armour, shield, gloves, boots, dex_int_armour, default"
"Eagle's","Unknown","(33-38)% increased [Evasion] and [EnergyShield|Energy Shield]<br>+(27-32) to maximum Mana","prefix","60","body_armour, shield, gloves, boots, dex_int_armour, default"
"Falcon's","Unknown","(39-42)% increased [Evasion] and [EnergyShield|Energy Shield]<br>+(33-39) to maximum Mana","prefix","78","body_armour, shield, gloves, boots, dex_int_armour, default"
"Abalone's","Unknown","(6-13)% increased [Armour|Armour]<br>+(5-9) to [Armour|Armour]","prefix","8","helmet, gloves, boots, shield, str_armour, default"
"Snail's","Unknown","(14-20)% increased [Armour|Armour]<br>+(10-29) to [Armour|Armour]","prefix","16","helmet, gloves, boots, shield, str_armour, default"
"Tortoise's","Unknown","(21-26)% increased [Armour|Armour]<br>+(30-41) to [Armour|Armour]","prefix","33","helmet, gloves, boots, shield, str_armour, default"
"Pangolin's","Unknown","(27-32)% increased [Armour|Armour]<br>+(42-57) to [Armour|Armour]","prefix","46","helmet, gloves, boots, shield, str_armour, default"
"Shelled","Unknown","(33-38)% increased [Armour|Armour]<br>+(58-75) to [Armour|Armour]","prefix","60","helmet, gloves, boots, shield, str_armour, default"
"Hardened","Unknown","(39-42)% increased [Armour|Armour]<br>+(76-95) to [Armour|Armour]","prefix","78","helmet, gloves, boots, shield, str_armour, default"
"Impala's","Unknown","(6-13)% increased [Evasion|Evasion] Rating<br>+(4-6) to [Evasion] Rating","prefix","8","helmet, gloves, boots, shield, dex_armour, default"
"Buck's","Unknown","(14-20)% increased [Evasion|Evasion] Rating<br>+(7-26) to [Evasion] Rating","prefix","16","helmet, gloves, boots, shield, dex_armour, default"
"Moose's","Unknown","(21-26)% increased [Evasion|Evasion] Rating<br>+(27-38) to [Evasion] Rating","prefix","33","helmet, gloves, boots, shield, dex_armour, default"
"Deer's","Unknown","(27-32)% increased [Evasion|Evasion] Rating<br>+(39-53) to [Evasion] Rating","prefix","46","helmet, gloves, boots, shield, dex_armour, default"
"Caribou's","Unknown","(33-38)% increased [Evasion|Evasion] Rating<br>+(54-70) to [Evasion] Rating","prefix","60","helmet, gloves, boots, shield, dex_armour, default"
"Antelope's","Unknown","(39-42)% increased [Evasion|Evasion] Rating<br>+(71-90) to [Evasion] Rating","prefix","78","helmet, gloves, boots, shield, dex_armour, default"
"Deacon's","Unknown","(6-13)% increased [EnergyShield|Energy Shield]<br>+(4-7) to maximum [EnergyShield|Energy Shield]","prefix","8","helmet, gloves, boots, shield, focus, int_armour, default"
"Cardinal's","Unknown","(14-20)% increased [EnergyShield|Energy Shield]<br>+(8-13) to maximum [EnergyShield|Energy Shield]","prefix","16","helmet, gloves, boots, shield, focus, int_armour, default"
"Priest's","Unknown","(21-26)% increased [EnergyShield|Energy Shield]<br>+(14-16) to maximum [EnergyShield|Energy Shield]","prefix","33","helmet, gloves, boots, shield, focus, int_armour, default"
"High Priest's","Unknown","(27-32)% increased [EnergyShield|Energy Shield]<br>+(17-20) to maximum [EnergyShield|Energy Shield]","prefix","46","helmet, gloves, boots, shield, focus, int_armour, default"
"Archon's","Unknown","(33-38)% increased [EnergyShield|Energy Shield]<br>+(21-25) to maximum [EnergyShield|Energy Shield]","prefix","60","helmet, gloves, boots, shield, focus, int_armour, default"
"Divine","Unknown","Various","prefix","Various","Various"
"Swordsman's","Unknown","(6-13)% increased [Armour|Armour] and [Evasion|Evasion]<br>+(3-5) to [Armour|Armour]<br>+(2-3) to [Evasion] Rating","prefix","8","helmet, gloves, boots, shield, str_dex_armour, default"
"Fighter's","Unknown","Various","prefix","Various","Various"
"Veteran's","Unknown","Various","prefix","Various","Various"
"Warrior's","Unknown","Various","prefix","Various","Various"
"Knight's","Unknown","(33-38)% increased [Armour|Armour] and [Evasion|Evasion]<br>+(33-41) to [Armour|Armour]<br>+(30-39) to [Evasion] Rating","prefix","60","helmet, gloves, boots, shield, str_dex_armour, default"
"Centurion's","Unknown","(39-42)% increased [Armour|Armour] and [Evasion|Evasion]<br>+(42-52) to [Armour|Armour]<br>+(40-50) to [Evasion] Rating","prefix","78","helmet, gloves, boots, shield, str_dex_armour, default"
"Faithful","Unknown","Various","prefix","Various","Various"
"Noble's","Unknown","(14-20)% increased [Armour|Armour] and [EnergyShield|Energy Shield]<br>+(6-16) to [Armour|Armour]<br>+(5-6) to maximum [EnergyShield|Energy Shield]","prefix","16","helmet, gloves, boots, shield, str_int_armour, default"
"Inquisitor's","Unknown","(21-26)% increased [Armour|Armour] and [EnergyShield|Energy Shield]<br>+(17-23) to [Armour|Armour]<br>+(7-8) to maximum [EnergyShield|Energy Shield]","prefix","33","helmet, gloves, boots, shield, str_int_armour, default"
"Crusader's","Unknown","(27-32)% increased [Armour|Armour] and [EnergyShield|Energy Shield]<br>+(24-32) to [Armour|Armour]<br>+(9-10) to maximum [EnergyShield|Energy Shield]","prefix","46","helmet, gloves, boots, shield, str_int_armour, default"
"Paladin's","Unknown","Various","prefix","Various","Various"
"Grand","Unknown","Various","prefix","Various","Various"
"Pursuer's","Unknown","(6-13)% increased [Evasion] and [EnergyShield|Energy Shield]<br>+(2-3) to [Evasion] Rating<br>+(2-4) to maximum [EnergyShield|Energy Shield]","prefix","8","helmet, gloves, boots, shield, dex_int_armour, default"
"Tracker's","Unknown","(14-20)% increased [Evasion] and [EnergyShield|Energy Shield]<br>+(4-14) to [Evasion] Rating<br>+(5-6) to maximum [EnergyShield|Energy Shield]","prefix","16","helmet, gloves, boots, shield, dex_int_armour, default"
"Chaser's","Unknown","(21-26)% increased [Evasion] and [EnergyShield|Energy Shield]<br>+(15-21) to [Evasion] Rating<br>+(7-8) to maximum [EnergyShield|Energy Shield]","prefix","33","helmet, gloves, boots, shield, dex_int_armour, default"
"Phantom's","Unknown","(27-32)% increased [Evasion] and [EnergyShield|Energy Shield]<br>+(22-29) to [Evasion] Rating<br>+(9-10) to maximum [EnergyShield|Energy Shield]","prefix","46","helmet, gloves, boots, shield, dex_int_armour, default"
"Rogue's","Unknown","Various","prefix","Various","Various"
"Stalker's","Unknown","(39-42)% increased [Evasion] and [EnergyShield|Energy Shield]<br>+(40-50) to [Evasion] Rating<br>+(13-15) to maximum [EnergyShield|Energy Shield]","prefix","78","helmet, gloves, boots, shield, dex_int_armour, default"
"Ascendant","Unknown","Various","prefix","Various","Various"
"of the Worthy","Unknown","Various","suffix","Various","Various"
"of the Apt","Unknown","Various","suffix","Various","Various"
"of the Talented","Unknown","Various","suffix","Various","Various"
"of the Skilled","Unknown","Various","suffix","Various","Various"
"of the Proficient","Unknown","Various","suffix","Various","Various"
"of Thick Skin","Unknown","+(6-11) to [StunThreshold|Stun Threshold]","suffix","1","body_armour, boots, shield, belt, default"
"of Reinforced Skin","Unknown","+(12-29) to [StunThreshold|Stun Threshold]","suffix","8","body_armour, boots, shield, belt, default"
"of Stone Skin","Unknown","Various","suffix","Various","Various"
"of Iron Skin","Unknown","+(50-72) to [StunThreshold|Stun Threshold]","suffix","22","body_armour, boots, shield, belt, default"
"of Steel Skin","Unknown","+(73-97) to [StunThreshold|Stun Threshold]","suffix","29","body_armour, boots, shield, belt, default"
"of Granite Skin","Unknown","+(98-124) to [StunThreshold|Stun Threshold]","suffix","36","body_armour, boots, shield, belt, default"
"of Platinum Skin","Unknown","+(125-163) to [StunThreshold|Stun Threshold]","suffix","45","body_armour, boots, shield, belt, default"
"of Adamantite Skin","Unknown","+(164-206) to [StunThreshold|Stun Threshold]","suffix","54","body_armour, boots, shield, belt, default"
"of Corundum Skin","Unknown","+(207-253) to [StunThreshold|Stun Threshold]","suffix","63","body_armour, boots, shield, belt, default"
"of Obsidian Skin","Unknown","+(254-304) to [StunThreshold|Stun Threshold]","suffix","72","body_armour, boots, shield, belt, default"
"of Titanium Skin","Unknown","+(305-352) to [StunThreshold|Stun Threshold]","suffix","80","boots, default"
"Runner's","Unknown","10% increased Movement Speed","prefix","1","boots, default"
"Sprinter's","Unknown","15% increased Movement Speed","prefix","16","boots, default"
"Stallion's","Unknown","20% increased Movement Speed","prefix","33","boots, default"
"Gazelle's","Unknown","25% increased Movement Speed","prefix","46","boots, default"
"Cheetah's","Unknown","30% increased Movement Speed","prefix","65","boots, default"
"Hellion's","Unknown","35% increased Movement Speed","prefix","82","boots, default"
"Thorny","Unknown","(1-2) to (3-4) [Physical|Physical] [Thorns|Thorns] damage","prefix","1","body_armour, shield, belt, default"
"Spiny","Unknown","(5-7) to (7-10) [Physical|Physical] [Thorns|Thorns] damage","prefix","10","body_armour, shield, belt, default"
"Barbed","Unknown","(11-16) to (17-23) [Physical|Physical] [Thorns|Thorns] damage","prefix","19","body_armour, shield, belt, default"
"Pointed","Unknown","(24-35) to (36-53) [Physical|Physical] [Thorns|Thorns] damage","prefix","38","body_armour, shield, belt, default"
"Spiked","Unknown","(40-60) to (61-92) [Physical|Physical] [Thorns|Thorns] damage","prefix","48","body_armour, shield, belt, default"
"Edged","Unknown","(64-97) to (98-145) [Physical|Physical] [Thorns|Thorns] damage","prefix","63","body_armour, shield, belt, default"
"Jagged","Unknown","(101-151) to (152-220) [Physical|Physical] [Thorns|Thorns] damage","prefix","74","body_armour, shield, belt, default"
"Glinting","Unknown","Various","prefix","Various","Various"
"Burnished","Unknown","Various","prefix","Various","Various"
"Polished","Unknown","Various","prefix","Various","Various"
"Honed","Unknown","Various","prefix","Various","Various"
"Gleaming","Unknown","Various","prefix","Various","Various"
"Annealed","Unknown","Various","prefix","Various","Various"
"Razor-sharp","Unknown","Various","prefix","Various","Various"
"Tempered","Unknown","Various","prefix","Various","Various"
"Flaring","Unknown","Various","prefix","Various","Various"
"Heated","Unknown","Various","prefix","Various","Various"
"Smouldering","Unknown","Various","prefix","Various","Various"
"Smoking","Unknown","Various","prefix","Various","Various"
"Burning","Unknown","Various","prefix","Various","Various"
"Flaming","Unknown","Various","prefix","Various","Various"
"Scorching","Unknown","Various","prefix","Various","Various"
"Incinerating","Unknown","Various","prefix","Various","Various"
"Blasting","Unknown","Various","prefix","Various","Various"
"Cremating","Unknown","Various","prefix","Various","Various"
"Frosted","Unknown","Various","prefix","Various","Various"
"Chilled","Unknown","Various","prefix","Various","Various"
"Icy","Unknown","Various","prefix","Various","Various"
"Frigid","Unknown","Various","prefix","Various","Various"
"Freezing","Unknown","Various","prefix","Various","Various"
"Frozen","Unknown","Various","prefix","Various","Various"
"Glaciated","Unknown","Various","prefix","Various","Various"
"Polar","Unknown","Various","prefix","Various","Various"
"Entombing","Unknown","Various","prefix","Various","Various"
"Humming","Unknown","Various","prefix","Various","Various"
"Buzzing","Unknown","Various","prefix","Various","Various"
"Snapping","Unknown","Various","prefix","Various","Various"
"Crackling","Unknown","Various","prefix","Various","Various"
"Sparking","Unknown","Various","prefix","Various","Various"
"Arcing","Unknown","Various","prefix","Various","Various"
"Shocking","Unknown","Various","prefix","Various","Various"
"Discharging","Unknown","Various","prefix","Various","Various"
"Electrocuting","Unknown","Various","prefix","Various","Various"
"Carbonising","Unknown","Various","prefix","Various","Various"
"Crystalising","Unknown","Various","prefix","Various","Various"
"Vapourising","Unknown","Various","prefix","Various","Various"
"Heavy","Unknown","(40-49)% increased [Physical] Damage","prefix","1","weapon, default"
"Serrated","Unknown","(50-64)% increased [Physical] Damage","prefix","8","weapon, default"
"Wicked","Unknown","(65-84)% increased [Physical] Damage","prefix","16","weapon, default"
"Vicious","Unknown","Various","prefix","Various","Various"
"Bloodthirsty","Unknown","(110-134)% increased [Physical] Damage","prefix","46","weapon, default"
"Cruel","Unknown","Various","prefix","Various","Various"
"Tyrannical","Unknown","(155-169)% increased [Physical] Damage","prefix","75","weapon, default"
"Merciless","Unknown","(170-179)% increased [Physical] Damage","prefix","82","weapon, default"
"Squire's","Unknown","(15-19)% increased [Physical] Damage<br>+(16-20) to [Accuracy|Accuracy] Rating","prefix","8","weapon, default"
"Journeyman's","Unknown","(20-24)% increased [Physical] Damage<br>+(21-46) to [Accuracy|Accuracy] Rating","prefix","14","weapon, default"
"Reaver's","Unknown","(25-34)% increased [Physical] Damage<br>+(47-72) to [Accuracy|Accuracy] Rating","prefix","23","weapon, default"
"Mercenary's","Unknown","(35-44)% increased [Physical] Damage<br>+(73-97) to [Accuracy|Accuracy] Rating","prefix","38","weapon, default"
"Champion's","Unknown","Various","prefix","Various","Various"
"Conqueror's","Unknown","(55-64)% increased [Physical] Damage<br>+(124-149) to [Accuracy|Accuracy] Rating","prefix","65","weapon, default"
"Emperor's","Unknown","(65-74)% increased [Physical] Damage<br>+(150-174) to [Accuracy|Accuracy] Rating","prefix","70","weapon, default"
"Dictator's","Unknown","(75-79)% increased [Physical] Damage<br>+(175-200) to [Accuracy|Accuracy] Rating","prefix","81","weapon, default"
"Coercive","Unknown","[Allies|Allies] in your [Presence|Presence] deal (25-34)% increased Damage","prefix","1","sceptre, default"
